Name_1,Mod,Nc,Q,C,Fn,f1,mag1_1,f2,mu02,f3,mag3,f4,mu04,f5,mag5,mag1_2,mag2,mstar,dmean,type,t_1,incl,Dist,__T_,__F_
NGC7140,_bdbarf,3,5,BAR,ferrer2,,,,,,,0.069,21.538,,,11.463,11.914,10.704,37.4,SABb,3.8,48.94,,2.5,0.75
NGC7154,_dbarfn,3,5,BAR,ferrer2,,,,,,,0.082,19.99,,,12.644,13.063,9.967,28.35,I,9.5,34.52,28.4,8.0,1.0
NGC7162A,_dbarf,2,5,BAR,ferrer2,,,,,,,0.024,22.0,,,13.299,13.783,9.812,30.314,Sm,8.9,49.57,30.3,7.5,1.0
NGC7179,_bdbarf,3,5,BAR,ferrer2,,,,,,,0.051,20.983,,,12.207,12.682,10.602,45.9,SBbc,3.7,63.76,45.9,0.0,0.88
NGC7280,_bdbar,3,5,BAR,ferrer2,,,,,,,0.081,19.661,,,11.788,12.286,10.189,23.06,S0-a,-1.3,58.65,,-3.0,0.5
NGC7371,_bdbar,3,5,BAR,ferrer2,,,,,,,0.038,20.1,,,11.705,12.165,10.456,31.2,S0-a,0.0,25.22,31.2,2.0,0.38
NGC7418,_dbarfn,3,5,BAR,ferrer2,,,,,,,0.014,20.16,,,10.843,11.254,10.373,19.85,Sc,5.8,39.86,19.9,5.0,0.5
NGC7418A,_dbarn,3,5,BAR,ferrer2,,,,,,,0.186,20.06,,,14.208,14.603,9.229,25.4,Scd,6.5,61.15,25.4,2.5,0.38
NGC7421,_bdbarf,3,5,BAR,ferrer2,,,,,,,0.031,20.572,,,11.817,12.281,10.151,,Sbc,3.7,36.15,24.0,2.0,1.0
NGC7424,_dbar,2,5,BAR,ferrer2,,,,,,,0.047,20.061,,,10.703,11.195,10.014,11.5,Sc,6.0,59.03,,6.0,1.0
NGC7479,_bdbar,3,5,BAR,ferrer2,,,,,,,0.238,19.539,,,10.336,10.634,10.955,33.85,SBbc,4.3,43.03,33.9,3.0,1.0
NGC7496,_dbarfn,3,5,BAR,ferrer2,,,,,,,0.089,20.018,,,11.15,11.515,9.973,15.02,Sb,3.2,52.8,,3.0,0.88
NGC7513,_bdbarf,3,5,BAR,ferrer2,,,,,,,0.113,19.77,,,11.305,11.749,10.212,19.85,SBb,3.2,55.68,19.9,1.0,1.0
NGC7661,_dbar,2,5,BAR,ferrer2,,,,,,,0.055,22.238,,,13.919,14.319,9.551,32.1,SBc,5.9,51.21,32.1,7.5,0.75
NGC7723,_bdbarf,3,5,BAR,ferrer2,,,,,,,0.035,19.437,,,10.833,11.277,10.681,27.373,SBb,3.1,47.09,27.4,2.5,1.0
NGC7724,_dbarfn,3,5,BAR,ferrer2,,,,,,,0.026,21.352,,,12.939,13.384,10.114,37.625,SBb,3.1,49.2,37.6,1.0,0.62
NGC7731,_bdbar,3,5,BAR,ferrer2,,,,,,,0.274,19.755,,,13.273,13.714,9.959,36.8,SBa,1.0,45.52,36.8,1.5,0.38
NGC7741,_dbar,2,5,BAR,ferrer2,,,,,,,0.1,20.722,,,11.493,11.872,9.801,14.263,SBc,5.9,50.25,14.3,6.0,1.0
NGC7755,_bdbarf,3,5,BAR,ferrer2,,,,,,,0.078,20.288,,,11.326,11.763,10.599,31.486,Sc,5.0,53.72,31.5,3.5,0.62
NGC7757,_dbarn,3,5,BAR,ferrer2,,,,,,,0.08,21.487,,,12.76,13.194,10.268,,Sc,5.3,43.97,39.4,5.5,0.5
NGC7764,_dbarf,2,5,BAR,ferrer2,,,,,,,0.031,20.101,,,12.564,12.924,9.674,20.5,SBm,9.4,47.54,20.5,8.0,1.0
NGC7798,_bdbarf,3,5,BAR,ferrer2,,,,,,,0.026,19.157,,,11.812,12.23,10.422,32.6,SBc,5.1,24.3,32.6,2.5,0.5
PGC002492,_dbar,2,5,BAR,ferrer2,,,,,,,0.078,22.629,,,14.155,14.56,9.06,,Sab,2.0,50.97,20.7,7.5,0.5
PGC003853,_dbar,2,5,BAR,ferrer2,,,,,,,0.036,21.255,,,11.556,11.983,9.705,12.6,SABc,7.0,43.23,12.6,6.0,0.88
PGC006626,_dbarn,3,5,BAR,ferrer2,,,,,,,0.047,22.84,,,13.825,14.171,9.13,19.8,I,9.9,44.37,19.8,6.0,0.75
PGC006667,_dbar,2,5,BAR,ferrer2,,,,,,,0.042,21.202,,,12.974,13.432,9.742,24.6,Scd,6.6,38.05,,7.5,0.75
PGC012068,_dbar,2,5,BAR,ferrer2,,,,,,,0.09,22.302,,,14.283,14.698,9.286,27.6,IB,10.0,45.27,27.6,8.5,1.0
PGC012664,_dbar,2,5,BAR,ferrer2,,,,,,,0.043,20.978,,,13.788,14.218,9.693,34.7,Scd,6.7,56.18,34.7,7.0,0.62
PGC015869,_dbar,2,5,BAR,ferrer2,,,,,,,0.06,21.405,,,14.095,14.483,9.452,31.4,SABd,8.0,59.73,,7.0,1.0
PGC016784,_dbar,2,5,BAR,ferrer2,,,,,,,0.109,21.971,,,13.669,14.104,9.457,24.9,SBm,9.0,62.4,,8.0,1.0
PGC032091,_bdbarf,3,5,BAR,ferrer2,,,,,,,0.027,22.375,,,13.766,14.19,9.693,,SABc,7.0,25.61,33.6,5.5,0.5
PGC036217,_dbarn,3,5,BAR,ferrer2,,,,,,,0.046,21.331,,,13.237,13.768,9.781,27.3,Sc,5.9,42.22,,5.5,1.0
PGC037373,_dbar,2,5,BAR,ferrer2,,,,,,,0.094,21.049,,,13.939,14.33,9.402,27.5,Sc,5.8,62.12,27.5,6.5,0.5
PGC042868,_dbarn,3,5,BAR,ferrer2,,,,,,,0.085,22.981,,,12.723,13.249,9.92,25.4,SABd,8.0,26.93,25.4,5.5,0.5
PGC045195,_dbar,2,5,BAR,ferrer2,,,,,,,0.025,23.548,,,13.206,13.629,9.637,25.0,Sd,7.7,37.58,25.0,9.0,0.5
PGC047721,_dbarn,3,5,BAR,ferrer2,,,,,,,0.101,18.447,,,11.913,12.363,10.336,,Sbc,4.0,56.68,28.9,1.5,0.0
PGC048087,_dbarn,3,5,BAR,ferrer2,,,,,,,0.027,21.683,,,13.692,14.136,9.786,36.5,SBd,8.0,25.55,36.5,5.0,0.25
PGC048179,_dbarf,2,5,BAR,ferrer2,,,,,,,0.026,21.763,,,12.447,12.856,9.846,22.7,SBm,8.9,46.35,,6.0,0.88
PGC053093,_dbarfn,3,5,BAR,ferrer2,,,,,,,0.109,17.914,,,12.624,13.039,10.24,38.575,Sb,2.9,61.81,,1.5,1.0
PGC054944,_dbarf,2,5,BAR,ferrer2,,,,,,,0.032,17.344,,,12.637,13.02,9.974,29.367,SBab,1.8,54.46,29.4,6.0,1.0
PGC066559,_dbarf,2,5,BAR,ferrer2,,,,,,,0.072,21.949,,,14.493,14.951,9.524,,Sd,8.0,49.48,36.5,8.0,1.0
PGC067871,_dbar,2,5,BAR,ferrer2,,,,,,,0.102,21.871,,,14.57,14.811,9.273,36.0,Scd,7.0,62.0,36.0,7.0,1.0
PGC068771,_dbar,2,5,BAR,ferrer2,,,,,,,0.06,21.47,,,14.021,14.581,9.818,,Scd,6.6,39.5,37.8,8.0,1.0
PGC072252,_dbarfn,3,5,BAR,ferrer2,,,,,,,0.124,21.603,,,13.773,14.109,9.435,27.686,SBc,5.0,59.04,27.7,4.5,0.38
UGC00099,_dbar,2,5,BAR,ferrer2,,,,,,,0.067,23.116,,,14.543,14.896,9.003,23.7,Sm,8.8,0.0,,8.5,0.25
UGC00191,_dbar,2,5,BAR,ferrer2,,,,,,,0.02,23.322,,,14.194,14.577,8.818,15.9,Sm,8.6,35.86,,8.0,0.0
UGC01551,_dbarfn,3,5,BAR,ferrer2,,,,,,,0.011,22.831,,,13.201,13.616,9.939,35.6,SBc,6.1,56.78,35.6,5.5,0.75
UGC01862,_dbarf,2,5,BAR,ferrer2,,,,,,,0.003,21.097,,,13.338,13.744,9.395,20.41,SABc,6.4,49.37,20.4,5.0,0.0
UGC04306,_dbarn,3,5,BAR,ferrer2,,,,,,,0.58,17.111,,,12.547,12.893,10.1,33.583,Sa,1.3,55.78,33.6,-1.0,0.0
UGC04390,_dbar,2,5,BAR,ferrer2,,,,,,,0.059,21.69,,,13.888,14.332,9.633,33.5,Scd,6.6,34.2,33.5,7.0,1.0
UGC04393,_dbar,2,5,BAR,ferrer2,,,,,,,0.186,19.489,,,13.394,13.861,9.371,19.35,Sbc,3.5,50.59,,10.0,1.0
UGC04621,_dbarfn,3,5,BAR,ferrer2,,,,,,,0.078,19.897,,,12.913,13.355,10.233,42.7,SBa,1.0,60.85,,1.0,0.88
UGC04714,_dbar,2,5,BAR,ferrer2,,,,,,,0.095,21.022,,,13.653,14.069,9.32,,SABb,3.1,41.0,16.7,9.0,0.12
UGC04867,_dbar,2,5,BAR,ferrer2,,,,,,,0.066,20.997,,,14.499,14.905,9.455,,SABc,7.0,39.63,33.3,6.5,0.88
UGC05004,_dbar,2,5,BAR,ferrer2,,,,,,,0.049,23.242,,,15.004,15.578,9.115,,I,10.0,47.97,24.5,9.5,0.75
UGC05354,_dbar,2,5,BAR,ferrer2,,,,,,,0.05,21.702,,,14.41,14.615,8.763,,SABb,4.3,46.75,15.6,7.0,0.5
UGC05478,_dbar,2,5,BAR,ferrer2,,,,,,,0.076,23.302,,,14.533,15.021,9.096,23.4,IB,9.9,23.83,23.4,8.5,0.88
UGC05612,_dbar,2,5,BAR,ferrer2,,,,,,,0.099,22.016,,,12.93,13.343,9.506,19.1,Sd,8.0,59.23,19.1,8.5,1.0
UGC05633,_dbar,2,5,BAR,ferrer2,,,,,,,0.076,21.803,,,14.112,14.515,9.202,23.4,SBd,8.0,55.51,,7.0,1.0
UGC05676,_dbar,2,5,BAR,ferrer2,,,,,,,0.122,22.671,,,14.352,14.867,9.179,,Sd,8.0,55.69,18.9,8.5,0.62
UGC05688,_dbar,2,5,BAR,ferrer2,,,,,,,0.057,23.04,,,13.914,14.341,9.538,30.8,Sm,8.8,62.7,30.8,10.0,0.5
UGC05707,_dbar,2,5,BAR,ferrer2,,,,,,,0.062,20.515,,,14.205,14.859,9.571,30.15,Sc,5.9,32.1,30.2,7.0,1.0
UGC05934,_dbar,2,5,BAR,ferrer2,,,,,,,0.07,22.562,,,15.006,15.588,9.024,,SBd,8.0,59.78,21.5,7.0,0.75
UGC06157,_dbar,2,5,BAR,ferrer2,,,,,,,0.087,22.492,,,14.452,14.887,9.618,43.0,SABd,7.8,51.58,43.0,8.0,0.5
UGC06194,_dbar,2,5,BAR,ferrer2,,,,,,,0.074,21.098,,,14.003,14.389,9.671,,Sc,4.9,15.19,35.2,8.0,1.0
UGC06309,_dbarfn,3,5,BAR,ferrer2,,,,,,,0.062,19.359,,,12.732,13.156,10.404,48.6,SBc,4.5,48.83,48.6,5.0,1.0
UGC06628,_dbar,2,5,BAR,ferrer2,,,,,,,0.021,23.005,,,13.307,13.684,9.227,17.0,SABm,8.8,33.93,17.0,9.0,0.25
UGC06816,_dbar,2,5,BAR,ferrer2,,,,,,,0.119,23.351,,,14.559,15.054,9.038,22.0,I,9.9,32.01,22.0,9.0,0.75
UGC06903,_dbar,2,5,BAR,ferrer2,,,,,,,0.036,20.551,,,12.96,13.438,9.948,30.5,Sc,5.9,28.44,30.5,6.0,1.0
UGC06917,_dbar,2,5,BAR,ferrer2,,,,,,,0.025,21.533,,,13.025,13.474,9.484,18.867,SBm,8.8,62.19,18.9,7.0,1.0
UGC06930,_dbar,2,5,BAR,ferrer2,,,,,,,0.038,21.208,,,12.431,12.883,9.633,17.0,Scd,6.6,25.19,,7.5,1.0
UGC06983,_dbar,2,5,BAR,ferrer2,,,,,,,0.063,21.17,,,13.22,13.594,9.409,20.2,SBc,5.9,37.42,,7.0,1.0
UGC07129,_dbarfn,3,5,BAR,ferrer2,,,,,,,0.106,19.529,,,13.03,13.46,9.635,22.875,Sab,2.0,50.67,22.9,1.5,0.5
UGC07133,_dbar,2,5,BAR,ferrer2,,,,,,,0.026,22.324,,,14.579,15.016,9.457,,SABc,6.6,50.53,34.3,7.5,0.5
UGC07239,_dbar,2,5,BAR,ferrer2,,,,,,,0.051,22.535,,,13.738,14.179,9.434,24.9,IB,9.8,22.77,24.9,9.0,1.0
UGC07257,_dbar,2,5,BAR,ferrer2,,,,,,,0.178,21.781,,,14.392,14.849,8.816,16.3,SBd,8.1,60.15,16.3,10.0,0.75
UGC07700,_dbar,2,5,BAR,ferrer2,,,,,,,0.125,21.705,,,14.468,14.946,9.693,,Sd,7.9,52.08,39.6,8.5,0.75
UGC07943,_dbar,2,5,BAR,ferrer2,,,,,,,0.065,21.643,,,13.712,14.196,9.286,20.0,SBc,6.0,44.03,,6.5,0.5
UGC08041,_dbarn,3,5,BAR,ferrer2,,,,,,,0.034,22.246,,,12.623,12.954,9.43,16.3,SBcd,6.9,54.01,16.3,5.0,0.5
UGC08056,_bdbarf,3,5,BAR,ferrer2,,,,,,,0.056,22.647,,,15.092,15.472,9.239,,SBc,6.4,57.78,36.0,7.0,0.88
UGC08084,_dbar,2,5,BAR,ferrer2,,,,,,,0.118,21.357,,,14.425,14.842,9.576,41.1,SBd,8.0,39.41,41.1,9.0,1.0
UGC08597,_dbar,2,5,BAR,ferrer2,,,,,,,0.173,21.234,,,14.326,14.7,9.525,38.4,SBcd,6.6,61.26,38.4,8.0,1.0
UGC08658,_dbarn,3,5,BAR,ferrer2,,,,,,,0.037,21.461,,,13.164,13.599,10.091,40.986,Sc,5.0,53.94,41.0,4.0,0.12
UGC08733,_dbarf,2,5,BAR,ferrer2,,,,,,,0.023,21.246,,,13.894,14.286,9.592,33.475,SBc,5.9,62.2,33.5,8.0,0.75
UGC08877,_dbar,2,5,BAR,ferrer2,,,,,,,0.027,23.223,,,15.245,15.634,9.13,,Sd,8.0,28.3,31.7,8.0,0.75
UGC08909,_dbar,2,5,BAR,ferrer2,,,,,,,0.011,22.567,,,14.012,14.458,9.388,,SABc,6.9,42.3,21.7,6.5,0.25
UGC09215,_dbar,2,5,BAR,ferrer2,,,,,,,0.144,19.708,,,12.969,13.353,9.807,28.2,SBc,6.3,63.75,28.2,7.0,1.0
UGC09291,_dbarfn,3,5,BAR,ferrer2,,,,,,,0.011,21.201,,,13.252,13.638,10.082,44.025,Sc,6.4,62.85,,4.5,0.62
UGC09569,_dbar,2,5,BAR,ferrer2,,,,,,,0.086,21.226,,,14.346,14.736,9.512,,SBcd,6.6,34.95,33.2,5.0,1.0
UGC09601,_dbar,2,5,BAR,ferrer2,,,,,,,0.088,22.272,,,13.926,14.305,9.387,,SBc,5.9,39.6,24.6,7.5,0.5
UGC09661,_dbar,2,5,BAR,ferrer2,,,,,,,0.083,21.065,,,13.775,14.232,9.18,,SBd,8.0,28.46,16.6,8.0,1.0
UGC09730,_dbar,2,5,BAR,ferrer2,,,,,,,0.077,21.964,,,14.57,14.998,9.366,,Scd,6.6,43.83,28.4,5.0,1.0
UGC10290,_dbar,2,5,BAR,ferrer2,,,,,,,0.038,22.737,,,14.497,15.194,9.504,30.8,Sm,8.8,62.77,30.8,7.5,0.62
UGC10791,_dbar,2,5,BAR,ferrer2,,,,,,,0.023,22.893,,,14.371,14.869,9.148,,SABm,8.8,0.0,17.7,6.5,0.75
UGC10854,_dbarf,2,5,BAR,ferrer2,,,,,,,0.018,23.062,,,15.496,15.961,9.237,,Sc,6.0,64.12,37.5,9.0,0.5
UGC11782,_dbarf,2,5,BAR,ferrer2,,,,,,,0.026,22.651,,,14.236,14.816,9.005,17.0,SBm,8.8,61.48,17.0,9.5,1.0
UGC12151,_dbar,2,5,BAR,ferrer2,,,,,,,0.038,22.403,,,14.122,14.662,9.314,23.8,IB,9.7,51.43,23.8,7.0,1.0
UGC12681,_dbarf,2,5,BAR,ferrer2,,,,,,,0.014,23.651,,,15.074,15.374,9.043,33.15,SBbc,4.2,54.14,33.2,8.5,0.75
UGC12707,_dbarfn,3,5,BAR,ferrer2,,,,,,,0.106,21.42,,,14.223,14.57,9.611,41.4,Sbc,3.9,57.72,,5.5,0.75
UGC12709,_dbar,2,5,BAR,ferrer2,,,,,,,0.038,23.526,,,14.312,14.789,9.528,35.1,SABm,8.7,58.74,35.1,8.5,0.25
UGC12732,_dbar,2,5,BAR,ferrer2,,,,,,,0.064,23.519,,,13.854,14.189,8.703,12.4,SABm,8.7,26.57,12.4,8.0,0.5
